,age,workclass,education,marital-status,race,gender,capital-gain,capital-loss,hours-per-week,income
0,19.028910398483276,Private,HS-grad,Never-married,White,Female,12285.028754889965,4356.0,56.294136464595795,0
1,18.892529726028442,Private,HS-grad,Never-married,White,Male,12285.007842242718,4356.0,39.176062136888504,1
2,18.76602602005005,Private,HS-grad,Never-married,White,Male,12285.02614080906,4356.0,24.800562262535095,0
3,18.808958530426025,Private,HS-grad,Married-civ-spouse,White,Female,12285.047053456306,4356.0,33.4744830429554,1
4,61.766166150569916,Private,HS-grad,Married-civ-spouse,White,Male,12285.002614080906,4356.0,56.54577919840813,1
5,18.120632886886597,Private,HS-grad,Never-married,White,Female,12285.002614080906,4356.0,33.08477932214737,0
6,19.378936529159546,Private,HS-grad,Never-married,White,Male,12285.01307040453,4356.0,55.98503877967596,1
7,18.509780645370483,Private,HS-grad,Never-married,White,Male,12285.039211213589,4356.0,41.24367517232895,1
8,54.81376504898071,Private,HS-grad,Married-civ-spouse,White,Male,12285.086264669895,4356.0,60.378515869379044,0
9,18.027459383010864,Private,HS-grad,Never-married,White,Female,12285.002614080906,4356.0,51.76262120530009,0
10,53.66342531517148,Private,HS-grad,Married-civ-spouse,White,Male,12285.01307040453,4356.0,61.014630019664764,1
11,27.6207275390625,Private,HS-grad,Never-married,White,Male,12285.033983051777,4356.0,67.9890288412571,1
12,19.75773310661316,Private,HS-grad,Married-civ-spouse,White,Male,12285.015684485435,4356.0,18.449905812740326,0
13,25.34665846824646,Private,HS-grad,Married-civ-spouse,White,Male,12285.078422427177,4356.0,57.4629964530468,1
14,21.298198699951172,Private,HS-grad,Married-civ-spouse,White,Male,12285.15945893526,4356.0,50.158891074126586,0
15,73.30881929397583,Private,HS-grad,Married-civ-spouse,White,Male,12285.104563236237,4356.0,71.45020619034767,1
16,19.10598635673523,Private,HS-grad,Never-married,White,Male,12285.0,4356.0,36.89192107319832,0
17,40.238933086395264,Private,HS-grad,Married-civ-spouse,White,Male,12285.041825294495,4356.0,73.73117691278458,1
18,62.4652715921402,Private,HS-grad,Married-civ-spouse,White,Male,12285.005228161812,4356.0,62.44304180145264,1
19,20.23148202896118,Private,HS-grad,Married-civ-spouse,White,Male,12285.018298566341,4356.0,36.660509526729584,0
20,18.680753231048584,Private,HS-grad,Never-married,White,Male,12285.047053456306,4356.0,58.531056091189384,1
21,18.232463836669922,Private,HS-grad,Never-married,White,Male,12285.005228161812,4356.0,13.557945132255554,0
22,20.25161576271057,Private,HS-grad,Never-married,White,Male,12285.015684485435,4356.0,39.548807963728905,0
23,30.466598510742188,Private,HS-grad,Married-civ-spouse,White,Male,12285.002614080906,4356.0,57.0623345375061,1
24,56.91578248143196,Private,HS-grad,Married-civ-spouse,White,Male,12285.151616692543,4356.0,46.93149774521589,1
25,26.644274711608887,Private,HS-grad,Never-married,White,Male,12285.060123860836,4356.0,54.9353498890996,1
26,24.271828651428223,Private,HS-grad,Married-civ-spouse,White,Male,12285.151616692543,4356.0,42.240657687187195,0
27,45.17491167783737,Private,HS-grad,Married-civ-spouse,White,Male,12285.010456323624,4356.0,54.19214581698179,1
28,68.57703030109406,Private,HS-grad,Married-civ-spouse,White,Male,12285.049667537212,4356.0,64.1908066868782,1
29,18.03490948677063,Private,HS-grad,Never-married,White,Female,12285.0,4356.0,28.351297736167908,0
30,18.337130069732666,Private,HS-grad,Never-married,White,Female,12285.010456323624,4356.0,38.18085317313671,0
31,19.87822651863098,Private,HS-grad,Never-married,White,Female,12285.11501955986,4356.0,48.49000997841358,0
32,45.32875943183899,Private,HS-grad,Married-civ-spouse,White,Male,12285.015684485435,4356.0,66.17728760838509,1
33,30.123202800750732,Private,HS-grad,Married-civ-spouse,White,Male,12285.002614080906,4356.0,34.18488189578056,1
34,18.397061347961426,Private,HS-grad,Never-married,White,Female,12285.007842242718,4356.0,22.7048659324646,0
35,19.07537055015564,Private,HS-grad,Married-civ-spouse,White,Female,12285.023526728153,4356.0,41.38478237390518,0
36,19.19746470451355,Private,HS-grad,Married-civ-spouse,White,Female,12285.002614080906,4356.0,65.61195778846741,0
37,18.06624412536621,Private,HS-grad,Never-married,White,Female,12285.007842242718,4356.0,33.080691903829575,0
38,18.64722990989685,Private,HS-grad,Never-married,White,Male,12285.324146032333,4356.0,35.340778678655624,0
39,23.593513011932373,Private,HS-grad,Never-married,White,Male,12285.047053456306,4356.0,45.328683242201805,1
40,83.49835753440857,Private,HS-grad,Married-civ-spouse,White,Male,12285.0,4356.0,78.00009179115295,1
41,18.354000091552734,Private,HS-grad,Never-married,White,Male,12285.023526728153,4356.0,17.640155971050262,0
42,23.3637957572937,Private,HS-grad,Married-civ-spouse,White,Male,12285.023526728153,4356.0,61.8752615749836,1
43,48.20148414373398,Private,HS-grad,Married-civ-spouse,White,Male,12285.018298566341,4356.0,56.583171993494034,1
44,25.561790943145752,Private,HS-grad,Never-married,White,Male,12285.007842242718,4356.0,42.0772113353014,1
45,21.04731774330139,Private,HS-grad,Never-married,White,Male,12285.015684485435,4356.0,66.09669288992882,0
46,18.695662021636963,Private,HS-grad,Never-married,White,Male,12285.005228161812,4356.0,18.516125202178955,0
47,18.094250679016113,Private,HS-grad,Never-married,White,Female,12285.002614080906,4356.0,31.759205758571625,0
48,21.33301591873169,Private,HS-grad,Never-married,Black,Female,12285.214354634285,4356.0,41.12469245493412,0
49,25.31743097305298,Private,HS-grad,Married-civ-spouse,White,Male,12285.031368970871,4356.0,36.027253210544586,0
50,18.5404372215271,Private,HS-grad,Never-married,White,Male,12285.01307040453,4356.0,34.94519281387329,0
51,35.749855041503906,Private,HS-grad,Married-civ-spouse,White,Male,12285.585554122925,4356.0,51.29527305625379,1
52,58.39353695511818,Private,HS-grad,Married-civ-spouse,White,Male,12285.028754889965,4356.0,64.65721046924591,1
53,26.171605110168457,Private,HS-grad,Never-married,White,Male,12285.188213825226,4356.0,44.903874307870865,0
54,71.3434681892395,Private,HS-grad,Married-civ-spouse,White,Male,12285.039211213589,4356.0,62.40263929963112,1
55,43.215563893318176,Private,HS-grad,Married-civ-spouse,White,Male,12285.049667537212,4356.0,56.832679748535156,1
56,22.024085998535156,Private,HS-grad,Never-married,White,Male,12285.18559974432,4356.0,48.226501647382975,0
57,33.92503023147583,Private,HS-grad,Married-civ-spouse,White,Male,12285.104563236237,4356.0,61.75113636255264,1
58,18.02641224861145,Private,HS-grad,Never-married,White,Female,12285.0,4356.0,26.656440019607544,0
59,19.029818058013916,Private,HS-grad,Married-civ-spouse,White,Male,12285.052281618118,4356.0,34.1914766728878,0
60,19.310965061187744,Private,HS-grad,Never-married,White,Female,12285.005228161812,4356.0,35.839557617902756,0
61,57.50820332765579,Private,HS-grad,Married-civ-spouse,White,Male,12285.007842242718,4356.0,59.619747042655945,1
62,37.719719767570496,Private,HS-grad,Married-civ-spouse,White,Male,12285.10194915533,4356.0,51.97210358455777,1
63,58.87898916006088,Private,HS-grad,Married-civ-spouse,White,Male,12285.023526728153,4356.0,56.739155411720276,1
64,49.28203350305557,Private,HS-grad,Married-civ-spouse,White,Male,12285.329374194145,4356.0,58.6126503944397,1
65,19.979717016220093,Private,HS-grad,Never-married,White,Female,12285.028754889965,4356.0,40.342277497053146,1
66,66.74703848361969,Private,HS-grad,Married-civ-spouse,White,Male,12285.033983051777,4356.0,60.971082001924515,1
67,18.866795539855957,Private,HS-grad,Married-civ-spouse,White,Female,12285.015684485435,4356.0,64.61163699626923,0
68,43.865914821624756,Private,HS-grad,Married-civ-spouse,White,Male,12285.054895699024,4356.0,54.582607075572014,1
69,31.181703329086304,Private,HS-grad,Married-civ-spouse,White,Male,12285.002614080906,4356.0,35.10366314649582,0
70,18.879841804504395,Private,HS-grad,Never-married,White,Female,12285.10194915533,4356.0,24.287898659706116,0
71,42.51384222507477,Private,HS-grad,Married-civ-spouse,White,Male,12285.049667537212,4356.0,51.206155855208635,1
72,20.90699529647827,Private,HS-grad,Married-civ-spouse,White,Male,12285.203898310661,4356.0,32.18145841360092,0
73,51.99686944484711,Private,HS-grad,Married-civ-spouse,White,Male,12285.002614080906,4356.0,74.0405458509922,1
74,18.41096806526184,Private,HS-grad,Never-married,White,Female,12285.01307040453,4356.0,34.63210153579712,0
75,79.65703082084656,Private,HS-grad,Married-civ-spouse,White,Male,12285.005228161812,4356.0,81.52731621265411,1
76,21.396577835083008,Private,HS-grad,Never-married,White,Male,12285.005228161812,4356.0,34.28208476305008,1
77,27.090813159942627,Private,HS-grad,Married-civ-spouse,White,Male,12285.007842242718,4356.0,38.21637822687626,1
78,18.074848651885986,Private,HS-grad,Never-married,White,Female,12285.0,4356.0,34.468017756938934,0
79,64.06184470653534,Private,HS-grad,Married-civ-spouse,White,Male,12285.054895699024,4356.0,79.0104945898056,1
80,66.47713422775269,Private,HS-grad,Married-civ-spouse,White,Male,12285.005228161812,4356.0,80.54293620586395,1
81,68.84857928752899,Private,HS-grad,Married-civ-spouse,White,Male,12285.0,4356.0,57.85787990689278,1
82,77.19919395446777,Private,HS-grad,Married-civ-spouse,White,Male,12285.154230773449,4356.0,69.83876305818558,1
83,19.652620553970337,Private,HS-grad,Never-married,White,Male,12285.010456323624,4356.0,21.228456556797028,0
84,18.23153257369995,Private,HS-grad,Never-married,White,Female,12285.0,4356.0,50.3732387740165,1
85,84.54780077934265,Private,HS-grad,Married-civ-spouse,White,Male,12285.0,4356.0,86.42585706710815,1
86,18.318146467208862,Private,HS-grad,Never-married,White,Male,12285.091492831707,4356.0,27.76919475197792,0
87,20.65661644935608,Private,HS-grad,Never-married,White,Male,12285.041825294495,4356.0,44.1387655287981,0
88,27.611035108566284,Private,HS-grad,Married-civ-spouse,White,Female,12285.096720993519,4356.0,30.06796085834503,0
89,18.068078756332397,Private,HS-grad,Never-married,Black,Female,12285.002614080906,4356.0,41.81163574755192,0
90,46.45191729068756,Private,HS-grad,Married-civ-spouse,White,Male,12285.08365058899,4356.0,74.86677533388138,1
91,18.98418402671814,Private,HS-grad,Never-married,White,Male,12285.078422427177,4356.0,59.69288831949234,1
92,18.993631839752197,Private,HS-grad,Never-married,White,Male,12285.01307040453,4356.0,49.50023343227804,1
93,58.267936617136,Private,HS-grad,Married-civ-spouse,White,Male,12285.049667537212,4356.0,67.50949683785439,1
94,18.381959438323975,Private,HS-grad,Never-married,White,Male,12285.002614080906,4356.0,12.137825012207031,0
95,78.67179322242737,Private,HS-grad,Married-civ-spouse,White,Male,12285.002614080906,4356.0,67.58498921990395,1
96,79.62650513648987,Private,HS-grad,Married-civ-spouse,White,Male,12285.002614080906,4356.0,86.12811368703842,1
97,36.57060134410858,Private,HS-grad,Married-civ-spouse,White,Male,12285.005228161812,4356.0,56.07489225268364,1
98,20.40315842628479,Private,HS-grad,Married-civ-spouse,White,Male,12285.11501955986,4356.0,48.84299456514418,1
